sentence,label
"['movie', 'fans', 'get', 'ready', 'take', 'direction']",0
"['objectionable', 'dull', 'film', 'merely', 'lacks', 'everything', 'except', 'good', 'intentions']",0
"['careful', 'pace', 'seemingly', 'opaque', 'story', 'may', 'satisfy', 'every', 'moviegoer', 'appetite', 'film', 'final', 'scene', 'soaringly', 'transparently', 'moving']",1
"['film', 'young', 'man', 'finding', 'god', 'accessible', 'touching', 'marrow']",1
"['compelling', 'spanish', 'film', 'withering', 'effects', 'jealousy', 'life', 'young', 'monarch', 'whose', 'sexual', 'passion', 'husband', 'becomes', 'obsession']",1
"['infectious', 'cultural', 'fable', 'tasty', 'balance', 'family', 'drama', 'frenetic', 'comedy']",1
"['nt', 'think', 'laughed', 'loud']",0
"['special', 'effects', 'brilliantly', 'bold', 'colors', 'heightened', 'reality', 'ca', 'nt', 'hide', 'giant', 'achilles', 'heel', 'stuart', 'little', 'story', 'folks']",0
"['kind', 'film', 'appeal', 'mainstream', 'american', 'audience', 'certain', 'charm', 'film', 'makes', 'suitable', 'entry', 'fest', 'circuit']",1
"['beautiful', 'madness']",1
"['film', 'ended', 'felt', 'tired', 'drained', 'wanted', 'lie', 'deathbed']",0
"['really', 'bad', 'much', 'distasteful', 'need', 'kidnapping', 'suspense', 'dramas', 'right', 'like', 'need', 'doomsday', 'thrillers']",0
"['chick', 'flicks', 'go', 'one', 'pretty', 'miserable', 'resorting', 'string', 'pulling', 'rather', 'legitimate', 'character', 'development', 'intelligent', 'plotting']",0
"['candidly', 'detailing', 'politics', 'involved', 'creation', 'extraordinary', 'piece', 'music', 'jones', 'calls', 'attention', 'inherent', 'conflict', 'commerce', 'creativity']",1
"['one', 'significant', 'moviegoing', 'pleasures', 'year']",1
"['prurient', 'playthings', 'aside', 'little', 'love', 'english', 'trifle']",0
"['grimly', 'competent', 'stolid', 'earnest', 'military', 'courtroom', 'drama']",1
"['half', 'baked', 'overheated']",0
"['structure', 'film', 'takes', 'may', 'find', 'matt', 'damon', 'ben', 'affleck', 'looking', 'residuals', 'officially', 'completes', 'good', 'hunting', 'trilogy', 'never', 'planned']",1
"['movie', 'good', 'job', 'laying', 'major', 'issues', 'encounter', 'journey', 'life']",1
"['psychoanalytical', 'provocatively', 'also', 'refreshingly', 'literary']",1
"['aside', 'minor', 'tinkering', 'movie', 'probably', 'loved', 'except', 'looks', 'even', 'better']",1
"['film', 'makes', 'fatal', 'mistake', 'asks', 'us', 'care', 'young', 'man', 'whose', 'apparent', 'virtue', 'quite', 'unpleasant', 'people', 'life']",0
"['valueless', 'kiddie', 'paean', 'pro', 'basketball', 'underwritten', 'nba']",0
"['based', 'devilishly', 'witty', 'script', 'heather', 'mcgowan', 'niels', 'mueller', 'film', 'gets', 'great', 'laughs', 'never', 'expense', 'characters']",1
"['watching', 'movie', 'made', 'released', 'weak', 'unearthed', 'released', 'become', 'even', 'weaker']",0
['cheat'],0
"['somewhat', 'clumsy', 'lethargically', 'paced', 'story', 'mysterious', 'creature', 'psychic', 'abilities', 'offers', 'solid', 'build', 'terrific', 'climax', 'nice', 'chills', 'along', 'way']",0
"['fun', 'lite']",1
"['otherwise', 'intense', 'twist', 'turn', 'thriller', 'certainly', 'nt', 'hurt', 'talented', 'young', 'gaghan', 'resume']",1
"['confirms', 'fincher', 'status', 'film', 'maker', 'artfully', 'bends', 'technical', 'know', 'service', 'psychological', 'insight']",1
"['film', 'contains', 'good', 'jokes', 'good', 'scenes', 'barely', 'moment', 'carvey', 'saturday', 'night', 'live', 'honed', 'mimicry', 'rises', 'level', 'embarrassment']",0
"['fitfully', 'amusing', 'romp', 'nothing', 'else', 'appeal', 'fans', 'malcolm', 'middle', 'pubescent', 'star', 'frankie', 'muniz']",1
"['original', 'robbed', 'element', 'surprise', 'nt', 'huge', 'laughs', 'story', 'irresponsible', 'cops', 'love', 'play', 'pranks']",0
"['though', 'moonlight', 'mile', 'replete', 'acclaimed', 'actors', 'actresses', 'tackles', 'subject', 'potentially', 'moving', 'movie', 'predictable', 'self', 'conscious', 'reach', 'level', 'high', 'drama']",0
"['tender', 'witty', 'captivating', 'film', 'friendship', 'love', 'memory', 'trust', 'loyalty']",1
"['technical', 'virtuosity', 'film', 'mired', 'juvenile', 'near', 'xenophobic', 'pedagogy', 'enough', 'make', 'one', 'pine', 'day', 'godard', 'longer', 'handle', 'rigors', 'filmmaking']",0
"['film', 'seems', 'thirsty', 'reflection', 'taking', 'adolescent', 'qualities']",0
"['nickleby', 'thing', 'might', 'homosexual', 'undertones', 'eddie', 'murphy', 'film']",0
"['bogdanovich', 'tantalizes', 'offering', 'peep', 'show', 'lives', 'era', 'creme', 'de', 'la', 'celluloid']",1
"['power', 'subjects', 'obscured', 'majority', 'film', 'shows', 'stationary', 'camera', 'subject', 'could', 'mistaken', 'giving', 'public', 'oration', 'rather', 'contributing', 'film', 'narrative']",0
"['irwin', 'man', 'enough', 'charisma', 'audacity', 'carry', 'dozen', 'films', 'particular', 'result', 'ultimately', 'held', 'back', 'something', 'greater']",0
"['griffiths', 'proves', 'rare', 'luminary', 'continually', 'raises', 'standard', 'profession']",1
"['moving', 'uplifting', 'funny', 'ever']",1
"['enormously', 'entertaining', 'moviegoers', 'age']",1
"['lean', 'deftly', 'shot', 'well', 'acted', 'weirdly', 'retro', 'thriller', 'recalls', 'raft', '60s', '70s', 'european', 'set', 'spy', 'pictures']",1
"['good', 'script', 'good', 'dialogue', 'funny', 'even', 'adults']",1
"['affectionate', 'loopiness', 'seemed', 'congenital', 'demme', 'perspective', 'tough', 'time', 'emerging', 'badly', 'dated', 'cutesy', 'pie', 'mystery', 'scenario', 'newfangled', 'hollywood', 'post', 'production', 'effects']",0
"['surreal', 'gilliam', 'esque', 'film', 'also', 'troubling', 'interpretation', 'ecclesiastes']",1
"['take', 'infantile', 'humor', 'sort', 'infantile', 'makes', 'wonder', 'changing', 'director', 'writer', 'diapers']",0
"['piece', 'channel', 'grade', 'trash', 'quite', 'frankly', 'insult', 'intelligence', 'true', 'genre', 'enthusiast']",0
"['delightful', 'coming', 'age', 'story']",1
"['spellbinding', 'african', 'film', 'modern', 'condition', 'rootlessness', 'state', 'experienced', 'millions', 'around', 'globe']",1
"['strangely', 'compelling', 'brilliantly', 'acted', 'psychological', 'drama']",1
"['excitement', 'comes', 'credits', 'finally', 'roll', 'get', 'leave', 'theater']",0
"['movie', 'dawn', 'dead', 'crossed', 'john', 'carpenter', 'ghosts', 'mars', 'zombies', 'ghoulish', 'first', 'trains', 'big', 'second']",0
"['charm', 'original', 'american', 'road', 'movies', 'feasting', 'gorgeous', 'ramshackle', 'landscape', 'filmmaker', 'motherland']",1
"['exciting', 'direct', 'ghost', 'imagery', 'shows', 'enough', 'keep', 'us', 'toes']",1
"['buggy', 'drag']",0
"['wants', 'tweak', 'taste', 'tangy', 'new', 'humor']",1
"['late', 'marriage', 'stiffness', 'unlikely', 'demonstrate', 'emotional', 'clout', 'sweep', 'us', 'viewers', 'feet']",0
"['candid', 'comfortable', 'film', 'deftly', 'balances', 'action', 'reflection', 'lets', 'grasp', 'feel', 'passion', 'others', 'work']",1
"['quiet', 'treasure', 'film', 'savored']",1
"['movie', 'directed', 'mick', 'jackson', 'leaves', 'cliche', 'unturned', 'predictable', 'plot', 'characters', 'straight', 'central', 'casting']",0
"['sort', 'burly', 'action', 'flick', 'one', 'coincidence', 'pummels', 'another', 'narrative', 'necessity', 'drunken', 'roundhouse', 'whatever', 'passes', 'logic', 'factor', 'last', 'plot', 'device', 'left', 'standing']",0
"['teen', 'movies', 'really', 'hit', 'skids']",0
"['woody', 'allen', 'latest', 'ambling', 'broad', 'comedy', 'love', 'hate', 'movie', 'biz']",1
"['made', 'deftly', 'unsettling', 'genre', 'flair']",1
"['manages', 'show', 'life', 'banality', 'intention', 'quite', 'opposite']",0
"['ultimately', 'feels', 'empty', 'unsatisfying', 'like', 'swallowing', 'communion', 'wafer', 'without', 'wine']",0
"['collateral', 'damage', 'finally', 'delivers', 'goods', 'schwarzenegger', 'fans']",1
"['giggle', 'inducing', 'comedy', 'snappy', 'dialogue', 'winning', 'performances', 'unlikely', 'team', 'oscar', 'winners', 'susan', 'sarandon', 'goldie', 'hawn']",1
"['self', 'important', 'plodding', 'funny', 'clipped', 'abbreviated', 'epic']",0
"['amuse', 'provoke', 'adventurous', 'adults', 'specialty', 'venues']",1
"['sometimes', 'seems', 'less', 'like', 'storytelling', 'something', 'otherwise', 'compelling', 'director', 'needed', 'get', 'chest']",0
"['films', 'lacks', 'passion', 'required', 'sell', 'material']",0
"['missing', 'script', 'even', 'elemental', 'literacy', 'inkling', 'genuine', 'wit', 'anything', 'resembling', 'acting']",0
"['wickedly', 'subversive', 'bent', 'best', 'parts', 'birthday', 'girl']",1
"['better', 'title', 'concerned', 'might', 'swept', 'rug']",0
"['wildly', 'inconsistent', 'emotional', 'experience']",0
"['given', 'heavy', 'handed', 'portent', 'heavy', 'could', 'worst', 'thing', 'soderbergh', 'ever', 'done']",0
"['despite', 'evocative', 'aesthetics', 'evincing', 'hollow', 'state', 'modern', 'love', 'life', 'film', 'never', 'percolates', 'beyond', 'monotonous', 'whine']",0
"['absurdist', 'comedy', 'alienation', 'separation', 'loss']",0
"['mafia', 'rap', 'stars', 'hood', 'rats', 'butt', 'ugly', 'heads', 'regurgitation', 'cinematic', 'violence', 'gives', 'brutal', 'birth', 'unlikely', 'likable', 'hero']",1
"['healthy', 'sense', 'satire', 'light', 'fun']",1
"['trademark', 'american', 'triteness', 'simplicity', 'tossed', 'window', 'intelligent', 'french', 'drama', 'deftly', 'explores', 'difficult', 'relationship', 'father', 'son']",1
"['miller', 'playing', 'free', 'emotions', 'fact', 'children', 'hostages', 'fortune', 'makes', 'audience', 'hostage', 'swaggering', 'affectation', 'seriousness']",1
"['impostor', 'handful', 'thrilling', 'moments', 'couple', 'good', 'performances', 'movie', 'nt', 'quite', 'fly']",0
"['part', 'low', 'rent', 'godfather']",0
"['serry', 'wants', 'blend', 'politics', 'drama', 'admirable', 'ambition']",1
"['writhing', 'wailing', 'tears', 'rage', 'opium', 'overdoses', 'sense', 'actual', 'passion', 'washed', 'away', 'love', 'dissolution']",0
"['fascinating', 'see', 'bettany', 'mcdowell', 'play']",1
"['way', 'film', 'feels', 'like', 'breath', 'fresh', 'air', 'allow']",1
"['visually', 'imaginative', 'thematically', 'instructive', 'thoroughly', 'delightful', 'takes', 'us', 'roller', 'coaster', 'ride', 'innocence', 'experience', 'without', 'even', 'hint', 'typical', 'kiddie', 'flick', 'sentimentality']",1
"['film', 'welcome', 'breeziness', 'unbelievably', 'hilarious', 'moments', 'portraying', 'idiocy', 'film', 'industry', 'make', 'mostly', 'worth', 'trip']",1
"['add', 'yet', 'another', 'hat', 'talented', 'head', 'clooney', 'good', 'director']",1
"['stephen', 'rea', 'aidan', 'quinn', 'alan', 'bates', 'play', 'desmond', 'legal', 'eagles', 'joined', 'brosnan', 'sight', 'grandiloquent', 'quartet', 'lolling', 'pretty', 'irish', 'settings', 'pleasant', 'enough', 'thing', 'tis']",1
"['bennett', 'naturalistic', 'performance', 'speaks', 'volumes', 'truth', 'reality', 'show', 'anybody', 'contemplating', 'drastic', 'life', 'changes', 'watch', 'body', 'first']",1
"['inoffensive', 'cheerful', 'built', 'inspire', 'young', 'people', 'set', 'unending', 'soundtrack', 'beach', 'party', 'pop', 'numbers', 'aside', 'remarkable', 'camerawork', 'awesome', 'scenery', 'exciting', 'sunburn']",0
"['genuinely', 'cool', 'hear', 'characters', 'talk', 'early', 'rap', 'records', 'sugar', 'hill', 'gang', 'etc', 'constant', 'referencing', 'hip', 'hop', 'arcana', 'alienate', 'even', 'savviest', 'audiences']",0
"['dull', 'lifeless', 'amateurishly', 'assembled']",0
"['mcconaughey', 'fun', 'watch', 'dragons', 'okay', 'much', 'fire', 'script']",1
"['far', 'future', 'may', 'awesome', 'consider', 'period', 'detail', 'matters', 'heart', 'film', 'transporting', 'stays', 'put', 'past']",1
"['depth', 'wading', 'pool']",0
"['movie', 'real', 'anarchic', 'flair']",1
"['subject', 'like', 'inspire', 'reaction', 'audience', 'pianist']",0
"['arthritic', 'attempt', 'directing', 'callie', 'khouri']",0
"['looking', 'aristocratic', 'luminous', 'yet', 'careworn', 'jane', 'hamilton', 'exemplary', 'costumes', 'rampling', 'gives', 'performance', 'could', 'improved', 'upon']",1
